Price,Adj Close,Close,High,Low,Open,Volume
Ticker,EICHERMOT.NS,EICHERMOT.NS,EICHERMOT.NS,EICHERMOT.NS,EICHERMOT.NS,EICHERMOT.NS
Date,,,,,,
2010-01-04,59.1713752746582,67.56500244140625,68.99500274658203,64.61499786376953,65.80000305175781,410060
2010-01-05,57.19651412963867,65.30999755859375,68.5,65.00499725341797,66.625,235170
2010-01-06,56.7192268371582,64.76499938964844,66.5,64.2300033569336,65.69999694824219,128710
2010-01-07,55.92664337158203,63.86000061035156,65.5,63.599998474121094,65.5,85830
2010-01-08,56.679813385009766,64.72000122070312,68.5,63.79999923706055,66.05000305175781,988000
2010-01-11,56.32512664794922,64.31500244140625,65.9000015258789,63.68000030517578,65.0,1147460
2010-01-12,53.88610076904297,61.529998779296875,64.38999938964844,61.05500030517578,63.01499938964844,213100
2010-01-13,53.22052001953125,60.77000045776367,62.16999816894531,60.30500030517578,62.0,126660
2010-01-14,53.24241256713867,60.79499816894531,62.84000015258789,60.5,62.84000015258789,172990
2010-01-15,55.037742614746094,62.845001220703125,64.4000015258789,61.5,61.900001525878906,454640
2010-01-18,56.17186737060547,64.13999938964844,66.0,62.5,62.900001525878906,1306970
2010-01-19,55.35740280151367,63.209999084472656,65.0,62.60499954223633,64.19999694824219,177520
2010-01-20,54.175106048583984,61.86000061035156,63.97999954223633,61.529998779296875,63.70500183105469,73470
2010-01-21,53.4044303894043,60.97999954223633,63.38999938964844,60.60499954223633,61.70000076293945,101500
2010-01-22,52.80890655517578,60.29999923706055,61.20000076293945,59.130001068115234,61.20000076293945,99660
2010-01-25,52.15645980834961,59.55500030517578,61.3849983215332,59.11000061035156,60.70000076293945,83170
2010-01-27,49.796260833740234,56.86000061035156,60.0,55.3650016784668,55.3650016784668,72060
2010-01-28,50.448707580566406,57.60499954223633,59.0,53.26499938964844,57.0,618290
2010-01-29,49.73057556152344,56.78499984741211,59.04999923706055,55.79999923706055,59.04999923706055,53470
2010-02-01,51.569698333740234,58.8849983215332,60.04999923706055,56.5,57.5,62190
2010-02-02,50.08525466918945,57.189998626708984,61.599998474121094,56.61000061035156,61.599998474121094,62940
2010-02-03,50.42243194580078,57.57500076293945,58.78499984741211,57.15999984741211,57.5,38640
